skuagr_2,descriprod_agrp2,lineaproducto,grupo_producto,sub_grupo_1,sub_grupo_2,cobertura_contrato,perfil_terapeutico,atc,base_pbs,grupo_riesgo
111588057G6,NESTOGENO 2   POLVO ORAL   LATA X 400 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
111589557G6,NESTOGENO 2   POLVO ORAL   LATA X 800 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
111689657G6,NESTOGENO 3   POLVO ORAL   LATA X 1.800 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
111488057G6,NUTRIBEN AE 2   POLVO ORAL   LATA X 400 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
71488857G6,NUTRIBEN HIDROLIZADA 1   POLVO ORAL   LATA X 900 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
111388057G6,NUTRIBEN NATAL   POLVO ORAL   LATA X 400 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
111388857G6,NUTRIBEN NATAL   POLVO ORAL   LATA X 900 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
958108857G6,NUTRISITE PROTEIN    POLVO ORAL   SOBRE X 31.5 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
1121106166G5,ALEMTUZUMAB 12 MG/1.2 ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,TERAPIA INYECTABLE,NO PBS,Z-NOAGRUPADO,L04AA34,NO PBS,199
72654169G5,OMEPRAZOL 20 MG/ML  SOLUCION ORAL,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A02BC01,PBS 2021,199
770105035G5,PIRFENIDONA 801 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA RESPIRATORO,L04AX05,INCLUSION 2022,199
101990457G6,PROWHEY   POLVO ORAL   SOBRE X 56 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
101991257G6,PROWHEY   POLVO ORAL   SOBRE X 84 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
101990057G6,PROWHEY   POLVO ORAL   LATA X 420 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
80854875G6,QUETIAPINA 200 MG  TABLETA   SEROQUEL,COMERCIALES 1,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N05AH04,PBS 2021,103
83297269G5,SALES DE REHIDRATACION ORAL   SOLUCION ORAL,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A07CA99,PBS 2021,199
112597957G6,SIMILAC EYE Q NEOSURE   POLVO ORAL   LATA X 400 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
108588957G6,SIMILAC PROSENSITIVE   POLVO ORAL   LATA X 850 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
1085105257G6,SIMILAC PROSENSITIVE   POLVO ORAL   LATA X 1400 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
1085105357G6,SIMILAC PROSENSITIVE   POLVO ORAL   LATA X 1750 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
854104769G5,SULFADIAZINA 300 MG/ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PREP. MAGISTRALES,P01BD06,INCLUSION 2022,199
89178275G5,TIZANIDINA 6 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,MEDICINA DEL DOLOR,M03BX02,INCLUSION 2022,199
91155669G5,TRIMEBUTINA 200 MG/ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A03AA05,INCLUSION 2022,199
915104658G5,TRIPTORELINA PAMOATO 22.5 MG  POLVO PARA RECONSTIT INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_AUTOAPLICABLES,P B S,ENDOCRINOLOGIA,L02AE04,PBS 2021,199
112297239G5,ALGODON TORUNDA     (DM),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,0,VENTAS IPS,199
1123106239G5,AQUACEL FOAM CON ADHESIVO 20 CM X 16.9 CM  (DM),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,DM,VENTAS IPS,199
112997272G6,LOCION BEBES     SOLUCION TOPICA   ARRU RRU,COMERCIALES 1,ALTO COSTO,COSMETICOS,0,NO PBS,Z-NOAGRUPADO,0,NO PBS,199
1124106369G5,ASPARTATO ARGININA 5 GR/10ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,A05BA01,NO PBS,199
1130104839G5,BARRERA LISA 20 CM X 20 CM  (DM),GENERICOS,ALTO COSTO,DISPOSITIVOS,KIT COLOSTOMIA,NO PBS,KIT COLOSTOMIA,DMCOL,NO PBS,199
1131106466G5,BICARBONATO SODIO 840MG/ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,B05XA02,VENTAS IPS,199
113297269G5,BIOGAIA PROTECTIS    SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,,NO PBS,199
113375366G5,BRENTUXIMAB VEDOTIN 50 MG/ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,TERAPIA INYECTABLE,NO PBS,Z-NOAGRUPADO,L01XC12,NO PBS,199
113437766G5,BROMURO DE VECURONIO 10 MG/ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,M03AC03,VENTAS IPS,199
1135106568G5,CARMELOSA SODICA (5%) 5 MG/ML  SOLUCION OFTALMICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,NO PBS,OFTALMICOS,S01XA20,NO PBS,199
1136106639G5,COMPRESAS RADIOPACA 45 CM X 45 CM  (DM),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,0,VENTAS IPS,199
1137106735G5,DESLORATADINA 2.5 MG + FENILEFRINA 20 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,Z-NOAGRUPADO,0,PBS 2021,199
1138106875G5,DESOGESTREL 0.075 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,G03AC09,NO PBS,199
345106980G5,DEXAMETASONA (0.1%) 0.1 GR + LIDOCAINA (0.2%) 0.2 GR (/100 GR)  UNGUENTO TOPICO,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA TOPICA,P B S,CORTICOESTEROIDES,C05AA09,PBS 2021,199
1139107066G5,DEXTROSA 0.1  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,HOSPITALARIO,VENTAS IPS,MATERIALES,B05BA03,VENTAS IPS,199
1139107166G5,DEXTROSA 0.05  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,HOSPITALARIO,VENTAS IPS,MATERIALES,B05BA03 ,VENTAS IPS,199
114056335G5,DIMETILFUMARATO 240 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,N07XX09,NO PBS,199
111855566G5,DOPAMINA 200 MG/5ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,C01CA04,VENTAS IPS,199
114192933G5,DUODERM EXTRA THIM 10 CM X 10 CM  (APOSITOS),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,HOSPITALARIO,VENTAS IPS,MATERIALES,MAT,VENTAS IPS,199
1142107275G5,ELIGLUSTAT TARTRATO 84 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,A16AX10,NO PBS,199
399107369G5,ENALAPRIL 0.5 MG/ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,Z-NOAGRUPADO,0,PBS 2021,199
114397239G5,ESENTA BARRERA SPRAY    (DM),GENERICOS,ALTO COSTO,DISPOSITIVOS,DISPOSITIVOS,NO PBS,Z-NOAGRUPADO,0,NO PBS,199
114437766G5,ETILEFRINA CLORHIDRATO 10 MG/ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,C01CA01,VENTAS IPS,199
1145107587G5,ETONOGESTREL 68 MG  ENDOCEPTIVO,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA INYECTABLE,NO PBS,Z-NOAGRUPADO,G03AC08,NO PBS,199
114697239G6,FILTRO INFUSION    (DM)   REF 473989 B BRAUN,COMERCIALES 1,ALTO COSTO,DISPOSITIVOS,HOSPITALARIO,NO PBS,Z-NOAGRUPADO,0,NO PBS,199
114792986G5,FIXOMULL TRANSPARENTE 10 CM X 10 CM   ,GENERICOS,PRIMER NIVEL,DISPOSITIVOS,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,0,VENTAS IPS,199
1147107686G5,FIXOMULL TRANSPARENTE 10 CM X 2 CM   ,GENERICOS,PRIMER NIVEL,DISPOSITIVOS,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,0,VENTAS IPS,199
1148105533G5,FLEXIDRESS 3 X 10 Y  (APOSITOS),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,0,VENTAS IPS,199
114992933G5,FOAMLITE 10 CM X 10 CM  (APOSITOS),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,,VENTAS IPS,199
48737769G5,FUROSEMIDA 10 MG/ML  SOLUCION ORAL,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,VENTAS IPS,Z-NOAGRUPADO,0,VENTAS IPS,199
487107769G5,FUROSEMIDA 3.5 MG/ML  SOLUCION ORAL,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,VENTAS IPS,Z-NOAGRUPADO,0,VENTAS IPS,199
1150107839G5,GASA HOSPITALARIA 100 YARDAS  (DM),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,MAT,VENTAS IPS,199
1151107968G5,GATIFLOXACINO (3%) 3 MG + PREDNISOLONA (1%) 10 MG (/ML)  SOLUCION OFTALMICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,NO PBS,OFTALMICOS,S01CA02,NO PBS,199
115297239G5,GEL ANTIBACTERIAL    (DM),GENERICOS,PRIMER NIVEL,MX_NIVEL_1,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,0,VENTAS IPS,199
978108072G5,CLORHEXIDINA 0.02  SOLUCION TOPICA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,0,VENTAS IPS,199
115397239G5,GUANTES VINILO    (DM),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,MAT,VENTAS IPS,199
1154108166G5,HEPARINA SODICA 5000 UI/5ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA INYECTABLE,P B S,Z-NOAGRUPADO,B01AB01,PBS 2021,199
1155108239G5,HOJA DE BISTURI #11  (DM),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,0,VENTAS IPS,199
115660966G5,ICATIBANT 30 MG  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,TERAPIA INYECTABLE,NO PBS,Z-NOAGRUPADO,B06AC02,NO PBS,199
115769066G5,IMIGLUCERASA 400 UI  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,TERAPIA INYECTABLE,NO PBS,Z-NOAGRUPADO,A16AB02,NO PBS,199
1158108358G5,IMIPENEM + CILASTINA 0.5 GR + 0.5 GR  POLVO PARA RECONSTIT INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,J01DH51,VENTAS IPS,199
1159108439G5,KIT VENTUTI ADULTO  (DM),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,0,VENTAS IPS,199
116091666G5,LACTATO DE RINGER BOLSA X 500 ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,0,VENTAS IPS,199
1161108575G5,LAMIVUDINA 150 MG + ZIDOVUDINA 300 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,J05AR01,NO PBS,199
1162108666G5,LARONIDASA 2.9 MG/5ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,TERAPIA INYECTABLE,NO PBS,Z-NOAGRUPADO,A16AB05,NO PBS,199
1163108775G5,LOPINAVIR 200 MG + RITONAVIR 50 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,J05AR10,NO PBS,199
116497239G5,SET MANGUERAS BOTONES     (DM),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,DM,VENTAS IPS,199
116591769G5,NUTRIGAIN ENERGY FRASCO X 200 ML  SOLUCION ORAL,GENERICOS,NUTRICIONALES,NUTRICIONALES,LIQUIDO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
116688057G5,NUTRILON PREMIUM ET 1 LATA X 400 GR  POLVO ORAL,GENERICOS,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
116689557G5,NUTRILON PREMIUM ET 1 LATA X 800 GR  POLVO ORAL,GENERICOS,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
116788057G5,NUTRISOLVE FIBER LATA X 400 GR  POLVO ORAL,GENERICOS,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
1168108965G5,OLIMEL N9 BOLSA X 2.000 ML  SOLUCION ENTERAL,GENERICOS,NUTRICIONALES,NUTRICIONALES,LIQUIDO,VENTAS IPS,Z-NOAGRUPADO,NUT,VENTAS IPS,199
116982835G5,OSIMERTINIB 80 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_AP_ESP,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,0,NO PBS,199
1170109066G5,OSMORIN MANITOL 0.2  SOLUCION INYECTABLE,GENERICOS,NUTRICIONALES,NUTRICIONALES,LIQUIDO,VENTAS IPS,Z-NOAGRUPADO,NUT,VENTAS IPS,199
117138875G5,PENTOSAN POLISULFATO SODICO 100 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,0,NO PBS,199
1172109165G5,PERIOLIMEL N4 BOLSA X 1.5 LT  SOLUCION ENTERAL,GENERICOS,NUTRICIONALES,NUTRICIONALES,LIQUIDO,VENTAS IPS,Z-NOAGRUPADO,NUT,VENTAS IPS,199
117391565G5,PIVOT LPC 1.5 CAL FRASCO X 1000 ML  SOLUCION ENTERAL,GENERICOS,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
1174109266G5,PLERIXAFOR 24 MG/1.2ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,TERAPIA INYECTABLE,NO PBS,Z-NOAGRUPADO,L03AX16,NO PBS,199
117588057G5,PROMIL GOLD ETAPA 2 LATA X 400 GR  POLVO ORAL,GENERICOS,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
117588857G5,PROMIL GOLD ETAPA 2 LATA X 900 GR  POLVO ORAL,GENERICOS,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
117688057G5,S-26 AR GOLD LATA X 400 GR  POLVO ORAL,GENERICOS,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
117788857G5,S-26 GOLD ETAPA 1 LATA X 900 GR  POLVO ORAL,GENERICOS,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
117858357G5,SACCHAROMYCES BOULARDI 250 MG  POLVO ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,A07FA02,NO PBS,199
1179109375G5,SOFOSBUVIR 400 MG + VELPATASVIR 100 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,J05AP55,NO PBS,199
1180109439G5,SPRAY ELIMINADOR DE ADHESIVO FRASCO X 50 ML  (DM),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,DM,VENTAS IPS,199
1181109439G5,SPRAY PROTECTOR DE PIEL FRASCO X 50 ML  (DM),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,HOSPITALARIO,VENTAS IPS,NUTRICIONALES,NUT,VENTAS IPS,199
118297239G5,VENDA SUREPRESS    (DM),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,0,VENTAS IPS,199
118397239G5,TAPON HEPARINIZADO    (DM),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,HOSPITALARIO,VENTAS IPS,Z-NOAGRUPADO,0,VENTAS IPS,199
1184109575G5,TERIFLUNOMIDA 14 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,L04AA31,NO PBS,199
879109645G5,TESTOSTERONA (1%) 50 MG/100 GR  GEL TOPICO,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA TOPICA,NO PBS,Z-NOAGRUPADO,G03BA03,NO PBS,199
118569675G5,TRANSFERIL 45 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,OFTALMICOS,0,NO PBS,199
118697275G5,TRAUMELL    TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,HOMEOPATICOS,0,NO PBS,199
118797266G5,VACUNA ANTIHEPATITIS B    SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,VACUNAS,TERAPIA INYECTABLE,NO PBS,VACUNAS,J07BC01,NO PBS,199
118897266G5,VACUNA DIFTERIA TETANO TOSFERINA    SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,VACUNAS,TERAPIA INYECTABLE,NO PBS,VACUNAS,0,NO PBS,199
118997266G5,VACUNA DTAP IPV HB HIB    SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,VACUNAS,TERAPIA INYECTABLE,NO PBS,VACUNAS,J07CA09,NO PBS,199
119088057G5,VITAFOS JUNIOR LATA X 400 GR  POLVO ORAL,GENERICOS,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
119197239G6,EQUIPO BOMBA FOTOSENSIBLE   (DM)   REF 441723P B BRAUN,COMERCIALES 1,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,MEDICINA DEL DOLOR,DM,PBS 2021,199
1192109757G6,INMUNEX PLUS   POLVO ORAL   SOBRE X 131 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
119797234G5,BARRERRA STEEM + BOLSA DRENABLE KIT    (DMC),GENERICOS,COMPLEMENTARIOS,DISPOSITIVOS,KIT COLOSTOMIA,NO PBS,KIT COLOSTOMIA,DMCOL,NO PBS,199
1194109957G6,BNS PROTEINA WHEY AISLADA   POLVO ORAL   SOBRE X 36 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
453110166G5,FENTANILO 0.5 MG/10ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA TOPICA,P B S,MEDICINA DEL DOLOR,N01AH01,NO PBS,199
1196109869G6,JEVITY 2 CON FOS   SOLUCION ORAL   BOTELLA X 500 ML,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,LIQUIDO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
753109869G6,PEDIASURE CLINICAL   SOLUCION ORAL   BOTELLA X 500 ML,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,LIQUIDO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
110592069G6,PROSURE   SOLUCION ORAL   FRASCO X 220 ML,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
1195110057G6,RENAMENT   POLVO ORAL   SOBRE X 46.4 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
1201110680G5,CALCIPOTRIOL 50 MCG (0.05 MG) (/100 GR) UNGUENTO TOPICO,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA TOPICA,P B S,DERMATOLOGICOS,D05AX52,INCLUSION 2022,199
1196110269G6,JEVITY 2 CON FOS   SOLUCION ORAL   BOTELLA X 1500 ML,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,LIQUIDO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
1200110537G5,LIDOCAINA 2 GR + TRIBENOSIDO 5 GR  CREMA TOPICA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA TOPICA,P B S,ANESTESICOS,C05AX05,PBS 2021,199
111689557G6,NESTOGENO 3   POLVO ORAL   LATA X 800 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
119937766G5,PARACETAMOL 10 MG/ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_AUTOAPLICABLES,P B S,NEFROLOGIA,N02BE01,INCLUSION 2022,199
1198110466G5,PERTUZUMAB 420 MG  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,HOSPITAL D A,P B S,SISTEMA RESPIRATORO,L01XC13,PBS 2021,199
912110375G5,TRIMEBUTINA 200 MG + SIMETICONA 75 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A03AA05,INCLUSION 2022,199
51470866G5,HALOPERIDOL 5 MG  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N05AD01,PBS 2021,103
120291357G6,PKUMED B   POLVO ORAL   LATA X 500 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
120391769G6,IMPACT 1.1 KCAL   SOLUCION ORAL   FRASCO X 200 ML,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,LIQUIDO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
36374135G5,DIFENHIDRAMINA 50 MG  CAPSULA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,SISTEMA RESPIRATORO,R06AA02,PBS 2021,199
120422468G5,KETOROLACO (0.05%) 0.5 MG/ML  SOLUCION OFTALMICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01BC05,INCLUSION 2022,199
120545958G5,COLISTINA 150 MG  POLVO PARA RECONSTIT INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA INYECTABLE,VENTAS IPS,CORTICOESTEROIDES,J01XB01,VENTAS IPS,199
1206110775G5,ELBASVIR 50 MG + GRAZOPREVIR 100 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J05AP54,INCLUSION 2022,199
306110866G5,CLORURO DE SODIO (0.09%) 0.9 GR/100ML (BOLSA X 100 ML)  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,P B S,MATERIALES,B05CB01,PBS 2021,199
306110966G5,CLORURO DE SODIO (0.09%) 0.9 GR/100ML (BOLSA X 250 ML)  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,P B S,MATERIALES,B05CB01,PBS 2021,199
306111066G5,CLORURO DE SODIO (0.09%) 0.9 GR/100ML (BOLSA X 500 ML)  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,P B S,MATERIALES,B05CB01,PBS 2021,199
778111156G5,POLIETILENGLICOL 3350 (FRASCO X 160 GR)  POLVO GRANULADO,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A06AD15,PBS 2021,199
778111256G5,POLIETILENGLICOL 3350 (SOBRE X 109.6 GR)  POLVO GRANULADO,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A06AD15,PBS 2021,199
